cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139
10754,9126.8,8238.8,12429,9072.2,9788.3,8517.2,9893.8,8772.4,10870,11864,11026,9069.2,10095,10679,8825.3,12358,11751,9875,8397.5,9400,10713,12894,9451.9,11110,12056,10096,11736,12208,10621,8693.2,11179,11135,10994,10687,11478,9037.5,10324,11093,11017,10977,12321,10855,9648.6,12303,9875,10837,10899,11833,11811,11653,10710,11367,10198,10959,10917,9500,10066,10980,10754,11363,10541,11244,8072.5,11205,9341.5,11696,11871,11092,11329,9282.1,8112.9,10400,12314,11716,13390,10434,9460.2,9000,11223,9983.9,7950.4,9926.6,11134,11236,10282,8210.5,10899,10359,11045,10267,8888.9,10009,8292.7,10821,9885.4,7861.8,13879,11938,11720,9333.3,10388,7900,9673.1,9066.2,12548,10946,10927,10195,10758,10831,10528,9275.9,12175,10990,11022,11138,10538,10226,10897,7961.9,10569,11268,9571.4,11333,9862.5,9520.3,9403.8,10018,7926.8,7255.8,9850,9939.8,9688.3,9640.6,8795.2,6114.8,8060.6,7943.9
10831,9197.2,8320.9,12496,9100,9851.4,8655.2,9943.8,8772.4,10957,11970,11084,9190.3,10124,10766,8866.2,12337,11834,9916.7,8434.8,9456,10706,12969,9480.8,11082,12181,10149,11764,12385,10680,8715.9,11194,11183,11006,10789,11589,9030,10324,11222,11062,10930,12415,10879,9567.6,12307,9837.5,10867,10927,11900,11841,11686,10790,11448,10220,10969,10931,9600,10105,11020,10850,11389,10676,11274,8096.6,11250,9463.4,11714,11970,11149,11406,9307.7,8204.3,10505,12388,11741,13440,10474,9528.4,9011.8,11226,10000,7925.6,9898.3,11182,11223,10282,8286.5,10995,10320,11070,10300,8906,10122,8280.5,10882,9947.9,7959.3,13902,11994,11787,9473.7,10400,7833.3,9705.1,9059.6,12588,11000,11024,10289,10868,10887,10486,9262.9,12275,11010,11038,11076,10613,10252,10938,7952.4,10660,11159,9571.4,11407,9787.5,9536.6,9442.3,10088,7939,7279.1,9900,9957.8,9740.3,9687.5,8849.4,6180.3,8066.7,7962.6
10923,9140.8,8320.9,12540,9161.1,9887.4,8696.6,10006,8800,10975,11939,11065,9183.4,10183,10804,8858.7,12401,11860,9902.8,8496.9,9440,10720,12956,9557.7,11144,12116,10170,11755,12344,10739,8772.7,11209,11173,10988,10824,11594,9011.2,10424,11148,11085,11006,12384,10907,9639.6,12346,9825,10822,10927,11866,11871,11763,10740,11496,10286,10959,10986,9666.7,10112,11034,10838,11404,10662,11357,8106.3,11318,9463.4,11737,11977,11167,11388,9166.7,8182.8,10486,12404,11809,13411,10507,9568.2,9047.1,11241,10011,7975.2,9909.6,11160,11271,10291,8345,10965,10438,11086,10300,8880.3,10070,8329.3,10831,10021,7959.3,13962,11981,11827,9429.8,10430,7872.2,9698.7,9072.8,12566,10970,10976,10266,10868,10879,10403,9331.9,12238,11000,11049,11117,10613,10237,10932,7981,10654,11225,9649.4,11469,9762.5,9609.8,9394.2,10071,7914.6,7325.6,9812.5,9975.9,9714.3,9656.2,8831.3,6131.1,8066.7,7981.3
10900,9197.2,8320.9,12522,9155.6,9900.9,8737.9,9993.8,8806.9,11037,12005,11084,9145.3,10178,10821,8873.6,12417,11855,9972.2,8496.9,9488,10734,12978,9500,11144,12159,10191,11792,12333,10692,8704.5,11201,11202,11042,10833,11607,9067.4,10367,11157,11023,10971,12352,10930,9612.6,12329,9812.5,10896,10910,11847,11864,11703,10770,11500,10286,10990,10958,9666.7,10132,11025,10832,11461,10659,11321,8130.4,11250,9426.8,11679,11947,11154,11406,9269.2,8145.2,10448,12424,11784,13454,10484,9534.1,9070.6,11232,10032,7991.7,9926.6,11182,11271,10265,8432.7,10965,10412,11102,10333,8871.8,10070,8317.1,10841,10021,7967.5,13932,11969,11813,9451.8,10382,7911.1,9685.9,9086.1,12551,10970,10890,10336,10835,10903,10403,9275.9,12225,11020,11077,11103,10639,10278,10884,8028.6,10673,11239,9597.4,11593,9837.5,9512.2,9461.5,10133,7902.4,7325.6,9812.5,9951.8,9792.2,9687.5,8855.4,6163.9,8030.3,7978.6
10885,9154.9,8313.4,12513,9133.3,9878.4,8675.9,9981.2,8786.2,10975,11919,11071,9173,10172,10766,8892.2,12390,11845,9944.4,8496.9,9476,10713,12938,9480.8,11137,12168,10117,11774,12375,10676,8670.5,11164,11173,10976,10828,11585,9078.7,10403,11213,11017,10982,12421,10916,9612.6,12333,9837.5,10919,10904,11880,11826,11661,10750,11435,10176,11021,10958,9722.2,10125,11025,10879,11404,10645,11345,8135.3,11159,9402.4,11732,12008,11127,11341,9307.7,8188.2,10438,12351,11747,13426,10447,9556.8,9005.9,11211,10054,7925.6,9915.3,11155,11306,10282,8374.3,10955,10412,11075,10275,8897.4,10070,8378,10810,9979.2,7951.2,13939,11957,11820,9416.7,10400,7844.4,9756.4,9132.5,12544,10988,10927,10227,10824,10887,10542,9306,12212,11015,11055,11131,10597,10237,10918,7933.3,10621,11225,9623.4,11568,9875,9561,9423.1,10080,7951.2,7279.1,9812.5,9969.9,9779.2,9734.4,8891.6,6147.5,8054.5,7962.6
10869,9183.1,8253.7,12496,9144.4,9909.9,8689.7,10031,8813.8,10988,11949,11148,9145.3,10124,10766,8866.2,12358,11845,9937.5,8447.2,9448,10797,12925,9442.3,11178,12091,10149,11717,12323,10660,8738.6,11231,11115,11024,10793,11527,9044.9,10468,11139,11045,10988,12346,10888,9567.6,12329,9825,10867,10888,11837,11864,11669,10740,11468,10220,10990,10931,9600,10059,10985,10809,11404,10628,11369,8091.8,11205,9402.4,11714,11955,11132,11359,9384.6,8150.5,10476,12367,11809,13390,10464,9573.9,9076.5,11181,10032,7991.7,9920.9,11134,11257,10248,8362.6,10934,10353,11083,10350,8914.5,10052,8390.2,10836,9989.6,7894.3,13917,11981,11807,9421.1,10424,7872.2,9711.5,9086.1,12570,10964,11012,10180,10824,10871,10458,9306,12212,11040,11044,11090,10630,10286,10932,7961.9,10654,11246,9571.4,11642,9887.5,9552.8,9480.8,10053,7902.4,7302.3,9812.5,9951.8,9753.2,9625,8891.6,6065.6,8042.4,7954.5
10846,9126.8,8253.7,12487,9144.4,9833.3,8682.8,9937.5,8813.8,10925,11904,11058,9114.2,10130,10799,8903.3,12380,11834,9916.7,8385.1,9448,10755,12903,9528.8,11103,12134,10053,11774,12333,10688,8636.4,11209,11087,10994,10819,11558,9037.5,10381,11120,11034,10982,12333,10902,9567.6,12285,9787.5,10859,10899,11856,11750,11695,10750,11504,10209,11010,10972,9577.8,10118,10995,10795,11394,10605,11310,8111.1,11250,9317.1,11705,11955,11132,11371,9205.1,8161.3,10400,12351,11784,13440,10411,9494.3,9017.6,11199,10043,8008.3,9875.7,11144,11255,10179,8403.5,10949,10346,11067,10192,8906,10096,8256.1,10836,10010,7926.8,14008,11950,11767,9451.8,10352,7861.1,9724.4,9086.1,12577,10976,10963,10188,10857,10847,10444,9310.3,12150,11010,11055,11103,10630,10267,10925,7981,10641,11188,9623.4,11617,9862.5,9512.2,9403.8,10088,7914.6,7325.6,9862.5,9927.7,9714.3,9656.2,8849.4,6196.7,8078.8,7984
10846,9169,8306,12456,9105.6,9833.3,8648.3,10012,8772.4,10944,11949,11032,9114.2,10160,10750,8888.5,12358,11819,9951.4,8409.9,9424,10741,12952,9548.1,11123,12125,10138,11783,12323,10684,8659.1,11231,11135,11024,10789,11527,9048.7,10424,11194,11023,10994,12421,10832,9603.6,12351,9837.5,10830,10871,11866,11871,11746,10740,11460,10253,10990,10986,9566.7,10066,11039,10809,11446,10642,11363,8120.8,11227,9439,11705,11992,11092,11418,9269.2,8145.2,10457,12392,11710,13348,10461,9562.5,8994.1,11214,10048,7966.9,9966.1,11160,11223,10368,8432.7,10960,10386,11075,10300,8906,10070,8329.3,10831,9968.8,7951.2,14008,11969,11807,9412.3,10388,7900,9743.6,9059.6,12588,10910,10878,10219,10934,10871,10417,9258.6,12212,11005,11060,11145,10580,10278,10897,7961.9,10647,11181,9688.3,11691,9762.5,9585.4,9423.1,10080,7902.4,7372.1,9862.5,9951.8,9688.3,9687.5,8885.5,6180.3,8072.7,7957.2
10838,9169,8276.1,12442,9083.3,9842.3,8682.8,9931.2,8827.6,10938,11904,11013,9121.1,10148,10723,8892.2,12348,11808,9951.4,8472,9436,10720,12850,9538.5,11123,12116,10096,11745,12312,10672,8704.5,11164,11154,10976,10819,11558,9007.5,10331,11157,11062,11023,12403,10860,9549.5,12246,9762.5,10874,10860,11847,11864,11661,10740,11472,10209,10928,10944,9633.3,10099,11025,10792,11409,10608,11304,8096.6,11295,9231.7,11625,11955,11136,11324,9230.8,8139.8,10467,12302,11778,13326,10424,9483,9029.4,11226,10016,7983.5,9892.7,11144,11263,10342,8497.1,10919,10346,11064,10225,8829.1,10070,8378,10826,9947.9,7918.7,13947,11950,11787,9364,10455,7877.8,9698.7,9046.4,12544,10946,10976,10203,10857,10806,10417,9262.9,12275,11005,11016,11131,10647,10282,10904,8009.5,10595,11181,9545.5,11728,9887.5,9447.2,9413.5,10018,7902.4,7232.6,9850,9969.9,9688.3,9671.9,8819.3,6131.1,8054.5,7975.9
10900,9112.7,8268.7,12482,9100,9873.9,8634.5,10000,8800,10919,11919,11084,9121.1,10077,10750,8881,12353,11819,9916.7,8403.7,9452,10741,12881,9528.8,11123,12129,10085,11764,12323,10672,8670.5,11157,11173,10958,10762,11562,9026.2,10381,11130,11034,10912,12421,10869,9612.6,12307,9812.5,10830,10843,11823,11795,11610,10720,11427,10198,10907,11000,9677.8,10039,11034,10766,11383,10625,11327,8077.3,11227,9365.9,11710,11939,11092,11418,9333.3,8182.8,10448,12359,11784,13404,10457,9505.7,9076.5,11190,10027,7975.2,9954.8,11155,11260,10308,8520.5,10924,10353,11045,10300,8888.9,10061,8329.3,10846,9979.2,7975.6,13947,11944,11807,9399.1,10412,7850,9692.3,9072.8,12515,10928,10902,10281,10967,10887,10403,9232.8,12125,10960,11022,11090,10630,10229,10904,8000,10582,11152,9571.4,11728,9887.5,9569.1,9461.5,10106,7939,7302.3,9900,9945.8,9675.3,9578.1,8801.2,6114.8,8060.6,7973.3
10769,9211.3,8201.5,12469,9083.3,9842.3,8613.8,9962.5,8806.9,10988,11843,11077,9072.7,10089,10717,8847.6,12321,11829,9875,8459.6,9416,10748,12890,9432.7,11082,12103,10128,11755,12177,10644,8647.7,11187,11115,10935,10780,11451,8970,10360,11139,10989,10988,12377,10893,9621.6,12298,9812.5,10859,10860,11823,11780,11653,10710,11464,10187,10876,10986,9466.7,10033,10985,10760,11394,10605,11327,8096.6,11136,9365.9,11665,11977,11079,11353,9217.9,8129,10410,12310,11660,13411,10438,9448.9,9011.8,11205,9967.7,7925.6,9870.1,11118,11265,10299,8467.8,10904,10327,11053,10200,8906,10043,8268.3,10815,9916.7,7918.7,13917,11950,11740,9368.4,10382,7866.7,9698.7,9026.5,12518,10940,10939,10211,10857,10871,10500,9219.8,12138,10985,11000,11055,10639,10218,10856,8000,10556,11159,9597.4,11593,9775,9520.3,9413.5,10018,7926.8,7255.8,9800,9933.7,9597.4,9609.4,8849.4,6180.3,8036.4,7949.2
10823,9140.8,8298.5,12425,9088.9,9801.8,8558.6,9931.2,8758.6,10919,11929,11052,9065.7,10112,10772,8851.3,12316,11793,9840.3,8409.9,9396,10727,12855,9528.8,11116,12086,10096,11736,12323,10621,8693.2,11134,11115,10935,10736,11513,8996.3,10288,11130,11006,10965,12327,10846,9567.6,12307,9762.5,10800,10843,11789,11758,11644,10660,11440,10187,10918,10972,9588.9,10086,11025,10754,11352,10571,11310,8077.3,11386,9353.7,11670,11947,11070,11318,9307.7,8102.2,10467,12314,11765,13340,10385,9426.1,9005.9,11178,9930.1,7925.6,9870.1,11160,11255,10291,8532.2,10934,10314,11027,10292,8863.2,10070,8341.5,10790,9927.1,7902.4,13886,11957,11787,9394.7,10418,7855.6,9711.5,9079.5,12533,10928,10951,10203,10835,10863,10361,9198.3,12238,11005,11016,11062,10613,10267,10897,7990.5,10562,11167,9558.4,11642,9850,9528.5,9461.5,10062,7926.8,7302.3,9800,9988,9766.2,9718.8,8819.3,6147.5,8048.5,7965.2
10831,9225.4,8253.7,12447,9077.8,9819.8,8620.7,9993.8,8758.6,10888,11924,10987,9093.4,10083,10685,8832.7,12337,11819,9895.8,8391.3,9420,10671,12881,9423.1,11068,12091,10138,11755,12229,10652,8704.5,11194,11125,10940,10736,11504,8992.5,10266,11083,11006,10988,12377,10888,9486.5,12250,9812.5,10785,10837,11837,11818,11636,10710,11468,10165,10979,10931,9500,10046,10985,10757,11358,10625,11339,8077.3,11091,9353.7,11652,11970,11092,11359,9230.8,8193.5,10362,12339,11809,13369,10382,9505.7,9005.9,11130,10000,7942.1,9926.6,11112,11233,10188,8578.9,10934,10288,11053,10258,8897.4,10017,8317.1,10831,9937.5,7951.2,13902,11913,11753,9364,10394,7872.2,9711.5,9046.4,12559,10958,10939,10234,10857,10855,10431,9250,12150,11000,11049,11083,10647,10218,10918,7952.4,10621,11225,9506.5,11741,9862.5,9552.8,9413.5,10044,7914.6,7465.1,9912.5,9891.6,9727.3,9625,8849.4,6098.4,8066.7,7933.2
10831,9112.7,8276.1,12416,9122.2,9824.3,8565.5,9987.5,8772.4,10957,11859,11032,9069.2,10118,10690,8877.3,12348,11782,9861.1,8372.7,9440,10664,12877,9509.6,11096,12069,10128,11708,12323,10636,8693.2,11194,11163,10952,10771,11500,9052.4,10360,11130,11034,10953,12321,10841,9549.5,12285,9762.5,10793,10854,11789,11795,11619,10700,11423,10154,10928,10917,9577.8,10059,10980,10772,11321,10601,11274,8096.6,11159,9329.3,11661,11909,11105,11341,9294.9,8177.4,10400,12335,11722,13390,10418,9500,9000,11187,10000,7966.9,9898.3,11118,11244,10231,8549.7,10934,10333,11035,10200,8863.2,10061,8304.9,10790,10000,7918.7,13864,11925,11767,9429.8,10382,7866.7,9673.1,9066.2,12518,10964,10829,10219,10802,10887,10444,9288.8,12138,10995,11011,11062,10563,10237,10884,7971.4,10660,11159,9584.4,11691,9825,9487.8,9471.2,10035,7939,7302.3,9850,9939.8,9688.3,9703.1,8843.4,6163.9,8042.4,7970.6
10831,9126.8,8253.7,12434,9088.9,9815.3,8551.7,9956.2,8724.1,10882,11874,11058,9079.6,10065,10723,8788.1,12299,11808,9902.8,8372.7,9392,10671,12837,9451.9,11062,12099,10106,11670,12250,10648,8613.6,11097,11125,10958,10802,11509,8962.5,10288,11111,11000,10959,12333,10897,9540.5,12259,9787.5,10844,10831,11828,11818,11636,10670,11407,10176,11000,10944,9511.1,10092,11000,10728,11363,10561,11286,8106.3,11182,9304.9,11656,11909,11083,11347,9243.6,8129,10448,12335,11765,13426,10385,9471.6,9000,11163,9957,7925.6,9858.8,11139,11201,10274,8561.4,10939,10314,11051,10183,8888.9,10070,8256.1,10810,9958.3,7959.3,13939,11913,11753,9350.9,10364,7866.7,9634.6,9125.8,12485,10946,10939,10219,10813,10855,10375,9250,12138,10990,11038,11069,10613,10237,10884,7981,10569,11217,9532.5,11642,9775,9544.7,9413.5,10009,7890.2,7232.6,9812.5,9909.6,9584.4,9593.8,8879.5,6131.1,8054.5,7973.3
10869,9126.8,8194,12429,9088.9,9738.7,8600,9906.2,8737.9,10845,11848,11032,9107.3,10077,10723,8803,12348,11762,9888.9,8409.9,9424,10657,12815,9480.8,11116,12082,10085,11698,12292,10640,8693.2,11142,11135,10929,10767,11491,9015,10338,11157,11011,10942,12308,10874,9540.5,12259,9800,10763,10871,11785,11811,11678,10670,11395,10264,10969,10944,9466.7,10046,11000,10766,11306,10564,11292,8087,11227,9292.7,11629,11970,11118,11341,9192.3,8129,10362,12282,11716,13277,10368,9534.1,9017.6,11139,9967.7,7942.1,9875.7,11096,11190,10256,8561.4,10879,10333,11032,10225,8854.7,10061,8304.9,10769,9916.7,7959.3,13932,11913,11733,9390.4,10400,7861.1,9673.1,9079.5,12507,10928,10902,10180,10802,10879,10361,9271.6,12200,10955,10978,11021,10630,10199,10870,7981,10608,11138,9714.3,11679,9787.5,9455.3,9394.2,10035,7939,7372.1,9850,9891.6,9636.4,9640.6,8879.5,6180.3,8042.4,7959.9
10762,9084.5,8223.9,12381,9061.1,9828.8,8572.4,9900,8793.1,10969,11899,10994,9072.7,10053,10652,8817.8,12305,11772,9881.9,8366.5,9384,10643,12767,9413.5,11034,12065,10053,11642,12240,10617,8590.9,11157,11125,10994,10740,11446,8966.3,10331,11157,10972,10883,12308,10850,9522.5,12254,9825,10741,10860,11742,11780,11568,10660,11415,10187,10948,10903,9533.3,10079,10980,10754,11321,10520,11202,8072.5,11136,9365.9,11634,11962,11092,11271,9179.5,8129,10400,12269,11741,13355,10378,9426.1,9000,11160,9978.5,7942.1,9853.1,11096,11217,10179,8514.6,10879,10281,11045,10167,8837.6,10026,8304.9,10836,9916.7,7935,13826,11963,11693,9359.6,10376,7838.9,9698.7,9039.7,12537,10922,10890,10180,10846,10782,10375,9194,12125,10970,10989,11117,10555,10165,10911,7990.5,10627,11188,9636.4,11630,9775,9479.7,9365.4,10044,7878,7325.6,9762.5,9915.7,9740.3,9640.6,8831.3,6065.6,8048.5,7943.9
10769,9169,8253.7,12381,9088.9,9792.8,8593.1,9925,8724.1,10938,11843,11032,9096.9,10083,10663,8855,12337,11793,9888.9,8397.5,9404,10636,12859,9461.5,11055,12056,10043,11660,12188,10605,8704.5,11097,11087,10976,10709,11513,8981.3,10309,11037,10994,10977,12296,10888,9468.5,12232,9800,10770,10843,11732,11818,11576,10660,11427,10154,10897,10931,9511.1,10039,11025,10760,11368,10591,11250,8067.6,11091,9243.9,11638,11939,11092,11276,9205.1,8150.5,10457,12322,11728,13319,10362,9448.9,8988.2,11169,9978.5,7975.2,9847.5,11128,11223,10231,8614,10949,10288,11035,10192,8931.6,10052,8256.1,10800,9895.8,7967.5,13909,11975,11727,9346.5,10327,7833.3,9705.1,9086.1,12540,10940,10939,10211,10923,10871,10361,9267.2,12125,10985,11033,11028,10605,10207,10870,7952.4,10608,11145,9623.4,11778,9800,9471.5,9365.4,10035,7951.2,7279.1,9750,9909.6,9727.3,9593.8,8861.4,6131.1,8054.5,7954.5
10762,9042.3,8253.7,12434,9077.8,9815.3,8531,9931.2,8717.2,10938,11889,10994,9072.7,10065,10620,8788.1,12278,11767,9888.9,8366.5,9348,10594,12833,9403.8,11034,12129,10064,11708,12240,10613,8636.4,11082,11087,10952,10722,11455,8962.5,10223,11065,11017,10947,12283,10850,9468.5,12215,9800,10741,10815,11780,11811,11551,10720,11375,10198,10928,10958,9488.9,10059,10970,10717,11332,10551,11238,8062.8,11159,9304.9,11688,11886,11083,11335,9141,8150.5,10352,12306,11716,13312,10398,9392,8970.6,11136,9983.9,7925.6,9875.7,11107,11196,10205,8643.3,10919,10268,11029,10208,8871.8,10052,8256.1,10826,9927.1,7902.4,13902,11950,11753,9298.2,10364,7816.7,9705.1,9092.7,12515,10922,10927,10188,10835,10806,10486,9215.5,12012,10946,11011,11014,10555,10199,10863,7981,10569,11138,9571.4,11654,9812.5,9495.9,9375,10027,7890.2,7209.3,9812.5,9951.8,9597.4,9625,8819.3,6163.9,8066.7,7949.2
10823,9140.8,8253.7,12420,9083.3,9797.3,8544.8,9887.5,8758.6,10882,11813,11013,9069.2,10089,10652,8784.4,12278,11731,9958.3,8323,9432,10713,12850,9384.6,11055,12082,10043,11651,12188,10628,8693.2,11119,11048,10970,10727,11442,8962.5,10338,11056,11017,10912,12302,10841,9459.5,12246,9762.5,10756,10865,11799,11894,11602,10670,11448,10143,10928,10917,9488.9,10020,10961,10725,11306,10588,11256,8062.8,11136,9292.7,11665,11947,11075,11306,9217.9,8134.4,10352,12257,11698,13348,10332,9443.2,8982.4,11093,9962.4,7925.6,9830.5,11128,11233,10171,8561.4,10894,10268,11029,10225,8863.2,10087,8341.5,10785,9947.9,7918.7,13811,11938,11733,9364,10339,7822.2,9621.8,9026.5,12500,10934,10927,10227,10835,10815,10306,9189.7,12100,10995,11011,11090,10504,10214,10870,7923.8,10542,11152,9584.4,11679,9850,9495.9,9375,10009,7951.2,7302.3,9850,9897.6,9545.5,9625,8855.4,6147.5,8054.5,7954.5
10777,9112.7,8209,12385,9077.8,9801.8,8579.3,9937.5,8724.1,10919,11833,11000,9065.7,10071,10690,8791.8,12310,11762,9875,8335.4,9436,10629,12841,9500,11027,12056,10074,11708,12219,10609,8625,11149,11096,10917,10692,11429,8947.6,10360,11074,11040,10947,12302,10883,9513.5,12237,9812.5,10763,10798,11751,11803,11619,10670,11411,10220,10907,10944,9433.3,10020,10980,10769,11342,10568,11214,8072.5,11091,9268.3,11679,11962,11061,11247,9179.5,8150.5,10400,12306,11698,13326,10382,9397.7,8994.1,11160,9908.6,7892.6,9926.6,11091,11223,10188,8690.1,10939,10268,11051,10217,8863.2,10043,8243.9,10815,9968.8,7918.7,13886,11957,11693,9328.9,10327,7838.9,9730.8,9086.1,12515,10916,10951,10164,10857,10782,10417,9250,12162,10985,10989,11076,10496,10241,10836,7990.5,10562,11123,9623.4,11716,9862.5,9479.7,9355.8,10035,7902.4,7325.6,9800,9951.8,9597.4,9609.4,8969.9,6131.1,8042.4,7965.2
10800,9098.6,8164.2,12372,9088.9,9783.8,8613.8,9925,8717.2,10894,11889,11058,9069.2,10118,10658,8832.7,12289,11813,9875,8428.6,9416,10643,12837,9480.8,11082,12039,10096,11642,12219,10617,8659.1,11194,11144,10923,10753,11473,8985,10324,11102,11006,10947,12258,10879,9549.5,12289,9662.5,10763,10865,11780,11773,11585,10650,11448,10187,10918,10931,9633.3,10039,10975,10763,11358,10534,11298,8101.4,11182,9304.9,11683,11939,11075,11365,9205.1,8145.2,10324,12278,11698,13376,10342,9426.1,9029.4,11117,9962.4,7975.2,9909.6,11096,11223,10179,8655,10889,10320,11013,10200,8829.1,10070,8317.1,10790,9895.8,7886.2,13894,11957,11707,9381.6,10345,7883.3,9673.1,9039.7,12471,11000,10817,10172,10747,10863,10444,9215.5,12162,10980,11011,11083,10588,10165,10863,7971.4,10556,11152,9532.5,11753,9750,9504.1,9442.3,10000,7865.9,7255.8,9837.5,9921.7,9688.3,9640.6,8867.5,6147.5,8048.5,7957.2
10838,9154.9,8238.8,12385,9055.6,9846.8,8565.5,9962.5,8703.4,10876,11869,11032,9110.7,10065,10707,8810.4,12310,11731,9909.7,8409.9,9392,10587,12863,9480.8,10979,12091,10106,11632,12229,10585,8647.7,11112,11106,10994,10700,11451,8977.5,10295,11130,11028,10942,12277,10846,9567.6,12232,9712.5,10741,10831,11770,11833,11610,10690,11435,10209,10938,10972,9600,10046,10956,10708,11342,10591,11226,8077.3,11205,9341.5,11634,11909,11092,11318,9269.2,8139.8,10381,12253,11704,13333,10395,9443.2,8994.1,11145,10005,7909.1,9864.4,11150,11265,10256,8707.6,10914,10288,11035,10233,8846.2,10052,8219.5,10779,10021,7926.8,13871,11907,11740,9372.8,10376,7822.2,9609,9099.3,12522,10916,10927,10219,10813,10806,10431,9254.3,12088,10960,10989,11069,10588,10188,10884,7952.4,10641,11174,9623.4,11704,9737.5,9593.5,9403.8,10009,7865.9,7186,9875,9891.6,9701.3,9656.2,8879.5,6131.1,8060.6,7951.9
10846,9070.4,8231.3,12425,9044.4,9792.8,8613.8,9912.5,8682.8,10919,11864,10955,9086.5,10071,10750,8762.1,12214,11756,9875,8391.3,9356,10636,12855,9413.5,11068,12069,10021,11670,12167,10569,8625,11075,11077,10929,10692,11397,8936.3,10259,11083,11028,10953,12365,10836,9414.4,12246,9762.5,10770,10798,11789,11803,11585,10680,11427,10198,10866,10958,9544.4,9993.4,10946,10717,11280,10537,11226,8067.6,11227,9219.5,11665,11932,11088,11247,9243.6,8123.7,10390,12327,11691,13291,10368,9460.2,8976.5,11160,9930.1,7917.4,9881.4,11075,11249,10179,8625.7,10949,10255,11027,10250,8871.8,10052,8231.7,10831,10021,7967.5,13879,11913,11687,9337.7,10339,7866.7,9628.2,9066.2,12496,10946,10927,10234,10824,10823,10403,9254.3,12212,10936,11011,11048,10580,10218,10836,7981,10582,11152,9467.5,11778,9800,9495.9,9336.5,10027,7890.2,7162.8,9900,9939.8,9649.4,9609.4,8879.5,6131.1,8048.5,7941.2
10762,9042.3,8179.1,12385,9044.4,9806.3,8586.2,9931.2,8620.7,10901,11828,10994,9069.2,10030,10696,8784.4,12273,11684,9875,8366.5,9388,10580,12824,9451.9,11048,12030,10064,11755,12250,10617,8647.7,11090,11048,10976,10718,11446,8962.5,10367,11037,11006,10901,12327,10822,9459.5,12241,9812.5,10800,10803,11823,11795,11551,10660,11383,10132,10969,10944,9511.1,10066,10985,10714,11269,10568,11202,8096.6,11091,9304.9,11661,11992,11057,11353,9243.6,8123.7,10419,12245,11691,13319,10391,9460.2,8970.6,11157,9967.7,7933.9,9898.3,11123,11196,10197,8695.9,10894,10242,11029,10208,8880.3,10061,8341.5,10810,9947.9,7951.2,13826,11925,11647,9333.3,10364,7872.2,9673.1,9059.6,12482,10904,10963,10180,10846,10863,10347,9232.8,12075,10950,10989,11007,10563,10192,10897,7981,10542,11109,9571.4,11765,9787.5,9504.1,9346.2,9982.3,7902.4,7186,9850,9921.7,9701.3,9609.4,8873.5,6032.8,8024.2,7922.5
10846,9098.6,8231.3,12394,9072.2,9752.3,8551.7,9875,8696.6,10832,11828,10981,9079.6,10071,10668,8780.7,12273,11746,9847.2,8329.2,9368,10685,12846,9375,11041,12069,10117,11660,12229,10609,8579.5,11112,11067,10946,10744,11464,8951.3,10252,11102,11006,10883,12264,10860,9423.4,12215,9737.5,10800,10876,11732,11826,11593,10690,11395,10154,10907,10944,9433.3,10033,10956,10688,11321,10564,11196,8072.5,11114,9292.7,11621,11992,11070,11335,9230.8,8134.4,10362,12233,11790,13298,10362,9454.5,9023.5,11102,9994.6,7925.6,9813.6,11118,11180,10214,8725.1,10859,10255,11040,10258,8829.1,10096,8268.3,10810,9958.3,7975.6,13871,11870,11733,9271.9,10352,7777.8,9673.1,9059.6,12504,10946,10963,10133,10802,10863,10444,9202.6,12125,11000,11005,11041,10563,10222,10856,7990.5,10569,11109,9545.5,11704,9825,9512.2,9346.2,10035,7914.6,7232.6,9850,9891.6,9662.3,9593.8,8843.4,6114.8,8048.5,7941.2
