cell1,cell2,cell3,cell4,cell5,cell6,cell7,cell8,cell9,cell10,cell11,cell12,cell13,cell14,cell15,cell16,cell17,cell18,cell19,cell20,cell21,cell22,cell23,cell24,cell25,cell26,cell27,cell28,cell29,cell30,cell31,cell32,cell33,cell34,cell35,cell36,cell37,cell38,cell39,cell40,cell41,cell42,cell43,cell44,cell45,cell46,cell47,cell48,cell49,cell50,cell51,cell52,cell53,cell54,cell55,cell56,cell57,cell58,cell59,cell60,cell61,cell62,cell63,cell64,cell65,cell66,cell67,cell68,cell69,cell70,cell71,cell72,cell73,cell74,cell75,cell76,cell77,cell78,cell79,cell80,cell81,cell82,cell83,cell84,cell85,cell86,cell87,cell88,cell89,cell90,cell91,cell92,cell93,cell94,cell95,cell96,cell97,cell98,cell99,cell100,cell101,cell102,cell103,cell104,cell105,cell106,cell107,cell108,cell109,cell110,cell111,cell112,cell113,cell114,cell115,cell116,cell117,cell118,cell119,cell120,cell121,cell122,cell123,cell124,cell125,cell126,cell127,cell128,cell129,cell130,cell131,cell132,cell133,cell134,cell135,cell136,cell137,cell138,cell139
10754,9253.5,8514.9,11456,8994.4,8860.4,9034.5,9612.5,8179.3,10447,11480,10748,9006.9,9893.5,10549,8576.2,11578,11435,9708.3,9043.5,8748,11524,11714,9086.5,10322,11233,9393.6,11113,11042,9873.5,9227.3,10552,10481,10369,10053,10920,9404.5,9755.4,10769,10706,12287,11478,10332,8973,11535,9062.5,10044,10219,11115,11083,10856,9910,10927,9406.6,11268,10222,9233.3,9421.1,10453,9982.7,10632,10095,10738,7971,10682,8963.4,10647,11705,11281,10871,8884.6,9634.4,9809.5,11318,11086,12092,10086,8977.3,8464.7,10401,9263.4,7851.2,9209,10556,12413,9641,8017.5,10434,9967.3,12198,10125,8538.5,11313,7987.8,10297,9135.4,7617.9,12326,11311,10993,9241.2,10091,7361.1,9403.8,8807.9,11533,10476,10427,10117,10363,10323,9930.6,8836.2,11025,10465,10426,10552,9949.6,9932.3,10253,10600,10111,11261,12078,9925.9,9475,9081.3,8894.2,9849.6,7292.7,6907,9612.5,9506,9324.7,8968.8,8457.8,5901.6,8078.8,7684.5
10838,9309.9,8462.7,11478,9005.6,8833.3,9220.7,9606.2,8206.9,10410,11460,10768,8972.3,9911.2,10614,8546.5,11551,11451,9756.9,8968.9,8732,11552,11762,9105.8,10363,11185,9404.3,11142,11062,9869.6,9215.9,10604,10587,10351,10075,10946,9382,9812.9,10731,10763,12327,11522,10290,8991,11561,9062.5,10081,10230,11115,11144,10720,9870,10907,9461.5,11299,10167,9200,9394.7,10409,9976.9,10637,10064,10744,7961.4,10614,8975.6,10634,11697,11281,10888,8923.1,9543,9761.9,11306,11099,12071,10076,8965.9,8488.2,10361,9274.2,7843,9186.4,10513,12440,9606.8,8058.5,10414,9934.6,12201,10142,8589.7,11191,8048.8,10338,9093.8,7601.6,12303,11224,11027,9214.9,10133,7383.3,9384.6,8781.5,11537,10446,10500,10023,10374,10298,9861.1,8827.6,11112,10470,10393,10641,9983.2,9943.6,10247,10619,10111,11203,12039,9975.3,9375,9081.3,8942.3,9778.8,7317.1,6907,9600,9566.3,9415.6,8937.5,8445.8,5967.2,8084.8,7692.5
10831,9281.7,8589.6,11500,9050,8837.8,9234.5,9543.8,8227.6,10466,11465,10839,9024.2,9887.6,10620,8579.9,11572,11487,9798.6,8962.7,8736,11545,11771,9125,10315,11164,9542.6,11123,11062,9841.9,9250,10672,10538,10339,10079,10902,9400.7,9784.2,10778,10802,12304,11478,10374,8964,11539,9100,10037,10270,11124,11121,10780,9910,10891,9384.6,11299,10153,9222.2,9381.6,10468,10003,10658,10068,10720,7956.5,10818,8951.2,10656,11705,11303,10924,8897.4,9591.4,9761.9,11273,11099,12078,10082,8948.9,8441.2,10404,9284.9,7843,9186.4,10620,12426,9658.1,8040.9,10434,9967.3,12222,10175,8589.7,11287,7987.8,10328,9062.5,7634.1,12394,11273,11033,9223.7,10164,7377.8,9371.8,8834.4,11551,10458,10463,10094,10385,10379,9847.2,8866.4,11075,10470,10426,10566,9974.8,9943.6,10247,10648,10118,11261,12000,9950.6,9450,9073.2,8875,9778.8,7243.9,6953.5,9725,9536.1,9415.6,8953.1,8488,5967.2,8018.2,7687.2
10792,9338,8589.6,11460,9033.3,8765.8,9234.5,9543.8,8200,10453,11545,10774,8996.5,9852.1,10630,8542.8,11561,11534,9756.9,8950.3,8720,11580,11749,9153.8,10329,11241,9489.4,11151,11073,9873.5,9272.7,10672,10510,10440,10075,10933,9415.7,9805.8,10759,10768,12345,11478,10388,8955,11535,9037.5,10030,10242,11139,11159,10822,9890,10956,9406.6,11268,10250,9200,9407.9,10404,9976.9,10674,10088,10685,7961.4,10886,8914.6,10616,11727,11289,10906,8871.8,9510.8,9761.9,11294,11068,12121,10122,8983,8500,10425,9279.6,7859.5,9209,10572,12440,9564.1,8052.6,10379,9934.6,12179,10142,8658.1,11322,7975.6,10328,9114.6,7561,12303,11329,11040,9254.4,10164,7388.9,9416.7,8814.6,11537,10458,10366,10102,10407,10258,9902.8,8831.9,11150,10416,10421,10503,9974.8,9936.1,10295,10619,10078,11275,11987,9925.9,9487.5,9065,8923.1,9796.5,7207.3,6930.2,9625,9566.3,9376.6,8984.4,8524.1,5950.8,8030.3,7700.5
10815,9281.7,8500,11469,8994.4,8815.3,9262.1,9562.5,8248.3,10410,11520,10787,9000,9852.1,10603,8594.8,11567,11461,9743.1,8931.7,8756,11510,11789,9153.8,10322,11164,9500,11132,11094,9853.8,9238.6,10627,10587,10423,10084,10902,9404.5,9784.2,10778,10797,12310,11491,10393,8945.9,11570,9050,10089,10275,11096,11144,10805,9900,10919,9461.5,11247,10278,9188.9,9447.4,10414,9979.8,10705,10061,10756,7961.4,10727,8939,10638,11697,11329,10912,8910.3,9494.6,9771.4,11290,11093,12106,10076,8965.9,8447.1,10383,9252.7,7900.8,9209,10561,12453,9623.9,8011.7,10399,9928.1,12206,10083,8564.1,11252,7975.6,10349,9114.6,7528.5,12318,11261,11013,9223.7,10115,7366.7,9467.9,8768.2,11559,10440,10500,10094,10429,10484,9888.9,8905.2,11062,10366,10393,10552,9932.8,9894.7,10240,10590,10085,11225,11974,9913.6,9375,9089.4,8942.3,9752.2,7329.3,6953.5,9587.5,9524.1,9402.6,8906.2,8494,5967.2,8030.3,7695.2
10831,9323.9,8500,11434,8983.3,8801.8,9296.6,9581.2,8200,10453,11475,10832,9003.5,9917.2,10641,8542.8,11583,11461,9743.1,8944.1,8724,11503,11811,9201.9,10288,11185,9500,11170,11073,9853.8,9204.5,10664,10644,10405,10079,10911,9397,9769.8,10833,10723,12287,11453,10299,8927.9,11570,9112.5,10096,10247,11163,11098,10839,9960,10927,9483.5,11309,10181,9188.9,9368.4,10468,10023,10705,10037,10744,7975.8,10705,8926.8,10612,11689,11298,10876,8923.1,9510.8,9838.1,11314,11105,12177,10099,8965.9,8558.8,10425,9279.6,7859.5,9259.9,10610,12429,9658.1,8029.2,10429,9967.3,12193,10033,8555.6,11304,8012.2,10287,9125,7642.3,12295,11292,11047,9250,10164,7377.8,9442.3,8847.7,11574,10464,10463,10062,10308,10331,9902.8,8844.8,11062,10475,10443,10559,9932.8,9947.4,10260,10619,10105,11239,12117,9938.3,9400,9105.7,8942.3,9840.7,7280.5,6930.2,9562.5,9548.2,9337.7,8921.9,8542.2,5950.8,8030.3,7681.8
10846,9338,8500,11456,9005.6,8815.3,9248.3,9575,8193.1,10447,11475,10742,8993.1,9893.5,10647,8553.9,11604,11456,9729.2,8888.2,8720,11503,11705,9173.1,10295,11190,9521.3,11094,11042,9857.7,9250,10642,10548,10351,10084,10938,9400.7,9755.4,10769,10836,12357,11472,10327,8964,11531,9087.5,10007,10247,11105,11091,10805,9930,10907,9406.6,11309,10208,9166.7,9486.8,10438,9985.5,10731,10061,10768,7971,10659,8951.2,10576,11758,11276,10929,8871.8,9591.4,9809.5,11294,11111,12113,10112,8983,8494.1,10398,9274.2,7851.2,9192.1,10615,12405,9598.3,8023.4,10384,9928.1,12184,10167,8606.8,11304,7963.4,10287,9052.1,7585.4,12303,11311,11027,9241.2,10152,7333.3,9403.8,8814.6,11574,10452,10476,10031,10352,10298,9888.9,8857.8,11000,10470,10464,10586,9949.6,9932.3,10274,10648,10124,11239,12065,9938.3,9387.5,9081.3,8875,9761.1,7329.3,6953.5,9625,9560.2,9402.6,8921.9,8506,5983.6,8018.2,7716.6
10769,9338,8574.6,11509,9016.7,8819.8,9324.1,9550,8206.9,10460,11465,10774,9013.8,9846.2,10620,8591.1,11594,11472,9812.5,8931.7,8740,11573,11771,9096.2,10397,11241,9425.5,11113,11042,9865.6,9238.6,10634,10500,10399,10066,10862,9378.3,9719.4,10694,10780,12351,11491,10355,8973,11535,9100,10074,10253,11124,11053,10771,9940,10952,9340.7,11268,10222,9133.3,9375,10473,10000,10715,10081,10667,7913,10864,8914.6,10629,11727,11325,10865,8871.8,9521.5,9838.1,11347,11093,12142,10092,8948.9,8441.2,10398,9284.9,7834.7,9242.9,10588,12413,9615.4,8017.5,10374,9947.7,12176,10100,8504.3,11209,8012.2,10323,9114.6,7601.6,12303,11286,11027,9232.5,10139,7344.4,9397.4,8814.6,11522,10446,10415,10094,10286,10371,9902.8,8875,11100,10391,10437,10552,9966.4,9936.1,10247,10581,10059,11210,12026,9888.9,9287.5,9065,8961.5,9787.6,7207.3,6930.2,9662.5,9614.5,9441.6,8953.1,8451.8,5950.8,8042.4,7684.5
10754,9267.6,8485.1,11429,9055.6,8882.9,9393.1,9650,8227.6,10422,11399,10813,9013.8,9858,10565,8587.4,11561,11440,9687.5,8888.2,8736,11503,11749,9115.4,10336,11224,9351.1,11151,11073,9853.8,9215.9,10567,10567,10399,10088,10911,9370.8,9784.2,10787,10797,12380,11428,10322,8945.9,11535,9112.5,10022,10303,11105,11152,10780,9910,10903,9417.6,11330,10306,9244.4,9480.3,10438,9997.1,10699,10071,10702,7942,10614,8914.6,10603,11689,11342,10853,8884.6,9580.6,9857.1,11298,11037,12113,10102,8954.5,8517.6,10370,9279.6,7867.8,9180.8,10540,12426,9632.5,8035.1,10419,9954.2,12182,10058,8581.2,11313,7987.8,10297,9083.3,7609.8,12242,11236,11020,9250,10133,7394.4,9429.5,8841.1,11548,10440,10378,10062,10286,10355,9888.9,8883.6,11162,10455,10426,10531,10000,9909.8,10274,10590,10118,11290,12039,9925.9,9487.5,9081.3,8894.2,9805.3,7231.7,6930.2,9675,9614.5,9337.7,8984.4,8463.9,5950.8,8024.2,7671.1
10792,9323.9,8477.6,11513,9038.9,8806.3,9365.5,9543.8,8186.2,10410,11480,10742,9031.1,9875.7,10620,8557.6,11513,11456,9736.1,8956.5,8772,11545,11700,9105.8,10336,11177,9446.8,11123,11062,9853.8,9227.3,10612,10519,10351,10044,10875,9393.3,9841.7,10759,10729,12298,11421,10308,8973,11544,9062.5,10022,10236,11100,11121,10797,9890,10911,9461.5,11361,10208,9144.4,9421.1,10453,10000,10663,10047,10702,7956.5,10818,8951.2,10612,11780,11289,10888,8923.1,9457,9790.5,11273,11136,12043,10069,8977.3,8452.9,10370,9209.7,7867.8,9197.7,10578,12416,9547,8029.2,10434,9960.8,12187,10100,8555.6,11261,7975.6,10318,9104.2,7634.1,12303,11217,11033,9236.8,10127,7322.2,9391,8834.4,11537,10452,10366,10055,10429,10387,9750,8866.4,11050,10490,10443,10531,9949.6,9928.6,10288,10533,10098,11210,11961,9925.9,9400,9089.4,8932.7,9814.2,7365.9,6883.7,9600,9584.3,9428.6,8937.5,8500,5967.2,8072.7,7711.2
10869,9239.4,8514.9,11442,9022.2,8851.4,9503.4,9506.2,8200,10441,11409,10794,9024.2,9858,10598,8594.8,11642,11482,9645.8,8968.9,8760,11490,11749,9105.8,10336,11190,9521.3,11189,11042,9877.5,9250,10604,10644,10369,10062,10871,9393.3,9748.2,10750,10701,12281,11465,10280,8936.9,11526,9075,10044,10219,11120,11121,10788,9900,10907,9450.5,11392,10222,9233.3,9427.6,10433,9994.2,10627,10068,10655,7942,10682,8902.4,10656,11705,11311,10859,8884.6,9543,9828.6,11220,11056,12092,10069,8954.5,8458.8,10416,9301.1,7884.3,9186.4,10599,12418,9615.4,8017.5,10384,9941.2,12176,10050,8598.3,11261,7951.2,10313,9083.3,7626,12341,11298,11087,9254.4,10145,7316.7,9416.7,8834.4,11577,10470,10488,10172,10363,10387,9861.1,8866.4,10962,10450,10448,10490,9924.4,9939.8,10322,10619,10092,11181,11974,9950.6,9400,9056.9,8932.7,9805.3,7378,6860.5,9625,9578.3,9480.5,8921.9,8469.9,5934.4,8024.2,7697.9
10723,9366.2,8492.5,11429,9005.6,8855.9,9565.5,9556.2,8179.3,10422,11465,10761,9034.6,9887.6,10587,8539,11583,11440,9791.7,8944.1,8760,11538,11714,9076.9,10356,11224,9478.7,11123,11083,9861.7,9215.9,10634,10615,10446,10070,10893,9397,9812.9,10639,10780,12327,11497,10313,8973,11539,9075,10037,10275,11139,11083,10805,9920,10891,9439.6,11371,10222,9133.3,9453.9,10394,10003,10632,10051,10649,7956.5,10773,8939,10607,11674,11338,10888,8923.1,9548.4,9809.5,11273,11080,12064,10082,8954.5,8494.1,10407,9295.7,7867.8,9192.1,10567,12410,9606.8,8046.8,10384,9928.1,12187,10100,8598.3,11278,7987.8,10303,9104.2,7577.2,12326,11273,11027,9241.2,10170,7355.6,9429.5,8801.3,11515,10428,10415,10102,10308,10411,9861.1,8866.4,11050,10436,10421,10510,9949.6,9943.6,10288,10648,10111,11196,11987,9938.3,9562.5,9048.8,8894.2,9814.2,7304.9,6907,9687.5,9578.3,9389.6,8984.4,8494,6000,8048.5,7679.1
10838,9352.1,8559.7,11473,8988.9,8846.8,9703.4,9531.2,8206.9,10435,11480,10787,9034.6,9869.8,10620,8572.5,11567,11503,9708.3,8968.9,8716,11524,11727,9144.2,10356,11198,9436.2,11132,11000,9857.7,9204.5,10604,10529,10375,10093,10897,9397,9769.8,10667,10808,12298,11465,10369,8964,11561,9125,10126,10270,11120,11061,10805,9910,10915,9406.6,11381,10278,9188.9,9414.5,10448,9974,10648,10057,10810,7946.9,10750,8914.6,10612,11720,11289,10918,8859,9505.4,9790.5,11282,11086,12156,10082,8988.6,8523.5,10383,9311.8,7876,9197.7,10604,12437,9598.3,8029.2,10424,9928.1,12203,10083,8581.2,11200,8000,10313,9114.6,7626,12280,11280,11027,9241.2,10164,7327.8,9423.1,8807.9,11515,10422,10512,10109,10407,10290,9916.7,8887.9,11012,10500,10399,10579,9924.4,9928.6,10274,10610,10092,11181,12039,9963,9462.5,9065,8951.9,9840.7,7280.5,7023.3,9637.5,9608.4,9389.6,8906.2,8494,5918,8030.3,7695.2
10785,9338,8470.1,11438,9033.3,8842.3,9703.4,9562.5,8179.3,10429,11475,10742,9031.1,9887.6,10587,8565.1,11594,11383,9708.3,9012.4,8696,11524,11714,9163.5,10295,11181,9372.3,11047,11042,9845.8,9193.2,10597,10529,10387,10093,10897,9370.8,9733.8,10713,10780,12351,11484,10397,8955,11522,9050,10037,10303,11158,11144,10754,9880,10907,9428.6,11351,10222,9188.9,9401.3,10438,9985.5,10637,10051,10696,7961.4,10705,8890.2,10643,11735,11294,10888,8910.3,9494.6,9790.5,11298,11056,12078,10118,8977.3,8464.7,10386,9295.7,7834.7,9220.3,10583,12399,9572.6,8029.2,10429,9973.9,12184,10100,8598.3,11226,8012.2,10267,9041.7,7577.2,12341,11280,11087,9236.8,10139,7355.6,9416.7,8821.2,11529,10410,10561,10070,10330,10306,9902.8,8875,11000,10441,10410,10572,9966.4,9928.6,10315,10543,10098,11254,12000,9913.6,9375,9081.3,8932.7,9805.3,7292.7,6883.7,9662.5,9560.2,9363.6,8937.5,8475.9,5934.4,8060.6,7711.2
10785,9366.2,8522.4,11500,9016.7,8806.3,9827.6,9562.5,8255.2,10441,11520,10839,9065.7,9899.4,10582,8579.9,11578,11461,9770.8,8950.3,8712,11469,11740,9125,10370,11185,9436.2,11151,11073,9845.8,9329.5,10657,10500,10381,10066,10924,9367,9777,10750,10808,12363,11459,10308,8982,11553,9125,10052,10298,11134,11121,10805,9860,10911,9406.6,11392,10250,9200,9407.9,10468,10009,10663,10041,10685,7961.4,10795,8939,10603,11727,11263,10894,8859,9510.8,9809.5,11286,11080,12170,10092,8977.3,8523.5,10383,9268.8,7801.7,9254.2,10551,12429,9564.1,8023.4,10434,9934.6,12139,10092,8683.8,11252,7987.8,10328,9125,7617.9,12288,11267,11020,9206.1,10133,7377.8,9442.3,8801.3,11570,10410,10561,10062,10429,10331,9791.7,8857.8,11112,10455,10410,10566,9932.8,9909.8,10199,10590,10072,11167,12026,9839.5,9387.5,9097.6,8894.2,9840.7,7317.1,6953.5,9600,9566.3,9441.6,9015.6,8542.2,5983.6,8036.4,7711.2
10815,9239.4,8447.8,11442,9022.2,8815.3,9848.3,9537.5,8255.2,10404,11505,10735,9069.2,9875.7,10582,8579.9,11561,11461,9756.9,8950.3,8756,11497,11696,9115.4,10288,11181,9414.9,11104,11010,9841.9,9284.1,10649,10596,10375,10101,10830,9389.5,9798.6,10778,10780,12310,11465,10299,8955,11465,9062.5,10059,10247,11124,11023,10822,9920,10887,9406.6,11402,10250,9233.3,9440.8,10458,9994.2,10674,10078,10744,7922.7,10795,8939,10629,11689,11333,10906,8846.2,9500,9781,11351,11080,12149,10092,8965.9,8400,10380,9263.4,7809.9,9141.2,10572,12408,9521.4,8017.5,10419,9869.3,12184,10100,8606.8,11217,7975.6,10287,9125,7626,12242,11267,11040,9193,10139,7327.8,9378.2,8794.7,11614,10428,10390,10102,10385,10427,9930.6,8806,11112,10411,10432,10566,9949.6,9932.3,10288,10524,10092,11232,11961,9876.5,9375,9097.6,8913.5,9796.5,7268.3,6930.2,9675,9578.3,9350.6,8937.5,8457.8,5983.6,8066.7,7692.5
10769,9366.2,8447.8,11465,9038.9,8860.4,9937.9,9587.5,8234.5,10398,11424,10826,9041.5,9905.3,10674,8620.8,11513,11456,9694.4,8993.8,8768,11483,11678,9134.6,10342,11185,9436.2,11113,10979,9853.8,9238.6,10701,10433,10381,10084,10866,9382,9712.2,10769,10853,12322,11447,10364,8964,11439,9075,10119,10270,11148,11114,10822,9880,10915,9395.6,11412,10250,9200,9480.3,10424,10000,10617,10044,10679,7932.4,10795,8890.2,10571,11659,11281,10871,8897.4,9494.6,9771.4,11290,11086,12071,10079,8965.9,8470.6,10380,9274.2,7867.8,9175.1,10578,12394,9581.2,7988.3,10359,9947.7,12136,10050,8606.8,11278,7987.8,10287,9062.5,7585.4,12227,11304,11040,9228.1,10121,7305.6,9359,8807.9,11511,10398,10463,10078,10264,10395,9875,8883.6,11075,10441,10497,10462,9932.8,9932.3,10260,10657,10092,11217,11961,9864.2,9500,9113.8,8894.2,9867.3,7317.1,6883.7,9550,9602.4,9337.7,8953.1,8457.8,5983.6,8048.5,7697.9
10777,9338,8485.1,11438,9005.6,8828.8,10041,9600,8158.6,10416,11444,10800,9055.4,9840.2,10609,8613.4,11572,11440,9680.6,8919.3,8712,11497,11714,9134.6,10356,11134,9393.6,11142,11021,9893.3,9181.8,10582,10413,10345,10070,10893,9355.8,9812.9,10713,10661,12333,11472,10360,8936.9,11518,9125,10089,10225,11091,11076,10771,9870,10895,9329.7,11330,10208,9200,9467.1,10478,9997.1,10684,10044,10685,7932.4,10727,8914.6,10616,11644,11281,10912,8871.8,9532.3,9771.4,11278,11099,12121,10125,8977.3,8482.4,10355,9279.6,7818.2,9163.8,10556,12373,9572.6,8011.7,10404,9947.7,12136,9991.7,8581.2,11296,8048.8,10308,9104.2,7609.8,12265,11317,10993,9241.2,10145,7405.6,9403.8,8801.3,11540,10392,10378,10055,10385,10379,9847.2,8870.7,11075,10465,10443,10490,9924.4,9917.3,10301,10610,10078,11217,11974,9950.6,9362.5,9089.4,8923.1,9805.3,7353.7,7000,9600,9524.1,9363.6,8828.1,8439.8,5967.2,8042.4,7703.2
10754,9394.4,8455.2,11425,9016.7,8819.8,10083,9562.5,8186.2,10391,11434,10826,9027.7,9822.5,10592,8550.2,11551,11425,9729.2,8931.7,8760,11483,11722,9105.8,10322,11181,9340.4,11085,11062,9830,9272.7,10619,10490,10369,10079,10906,9389.5,9827.3,10694,10746,12357,11459,10308,8982,11474,9112.5,10015,10230,11120,11159,10754,9880,10923,9406.6,11412,10194,9200,9447.4,10478,9962.4,10668,10037,10631,7908.2,10841,8914.6,10589,11705,11298,10882,8948.7,9516.1,9781,11249,11074,12092,10082,8977.3,8517.6,10337,9295.7,7809.9,9158.2,10594,12359,9598.3,8035.1,10409,9928.1,12150,10042,8641,11270,7987.8,10303,9072.9,7593.5,12258,11242,11073,9214.9,10127,7322.2,9416.7,8880.8,11544,10440,10488,10086,10286,10379,9861.1,8844.8,11062,10396,10421,10517,9958,9898.5,10219,10581,10065,11203,11935,9851.9,9437.5,9089.4,8903.8,9787.6,7256.1,6930.2,9637.5,9542.2,9311.7,8875,8457.8,5934.4,8006.1,7719.3
10731,9323.9,8514.9,11438,8977.8,8810.8,10138,9562.5,8137.9,10447,11455,10768,9083,9863.9,10598,8572.5,11578,11430,9777.8,8944.1,8708,11497,11736,9125,10349,11185,9542.6,11104,11052,9865.6,9170.5,10545,10577,10315,10079,10862,9374.5,9791.4,10787,10763,12240,11421,10327,8982,11579,9037.5,10067,10281,11081,11106,10771,9880,10875,9340.7,11412,10222,9177.8,9381.6,10502,9971.1,10668,10071,10720,7942,10727,8951.2,10589,11674,11285,10888,8910.3,9505.4,9742.9,11278,11074,12064,10095,8965.9,8500,10331,9322.6,7826.4,9209,10567,12394,9641,8040.9,10359,9941.2,12147,10042,8564.1,11261,7987.8,10354,9052.1,7634.1,12265,11273,11047,9250,10158,7411.1,9384.6,8827.8,11540,10428,10415,10078,10319,10323,9875,8806,11075,10450,10464,10524,9974.8,9906,10199,10571,10111,11196,11948,9876.5,9400,9097.6,8923.1,9761.1,7280.5,6976.7,9712.5,9584.3,9402.6,9000,8469.9,6000,8030.3,7700.5
10792,9309.9,8567.2,11456,9033.3,8806.3,10234,9593.8,8186.2,10410,11480,10819,9093.4,9893.5,10598,8587.4,11578,11440,9715.3,8931.7,8752,11497,11700,9163.5,10370,11181,9393.6,11151,11062,9861.7,9272.7,10604,10538,10387,10115,10875,9441.9,9805.8,10713,10774,12339,11541,10327,8936.9,11504,9037.5,10074,10236,11100,11061,10805,9900,10879,9406.6,11485,10306,9177.8,9506.6,10394,10003,10606,10068,10655,7966.2,10682,8939,10621,11697,11303,10853,8884.6,9586,9752.4,11302,11056,12135,10089,8977.3,8470.6,10358,9306.5,7884.3,9180.8,10551,12397,9581.2,8005.8,10409,9934.6,12206,10092,8564.1,11287,7975.6,10297,9031.2,7601.6,12303,11255,11007,9184.2,10164,7394.4,9423.1,8907.3,11559,10386,10415,10086,10297,10371,9819.4,8866.4,11050,10431,10388,10476,9932.8,9962.4,10226,10590,10078,11210,11987,9839.5,9387.5,9097.6,8894.2,9823,7268.3,6930.2,9675,9596.4,9337.7,8921.9,8469.9,5950.8,8024.2,7711.2
10815,9169,8574.6,11478,9011.1,8797.3,10297,9543.8,8172.4,10435,11460,10761,9048.4,9810.7,10609,8572.5,11583,11404,9722.2,8888.2,8740,11552,11722,9134.6,10349,11220,9436.2,11075,11062,9857.7,9227.3,10545,10577,10339,10106,10951,9378.3,9769.8,10778,10774,12269,11415,10322,8982,11500,9062.5,10007,10253,11086,11091,10763,9860,10903,9461.5,11485,10236,9211.1,9440.8,10394,9971.1,10674,10054,10744,7932.4,10773,8939,10576,11682,11338,10841,8871.8,9510.8,9838.1,11282,11074,12092,10112,8971.6,8517.6,10349,9252.7,7851.2,9180.8,10551,12394,9529.9,8011.7,10399,9915,12147,10058,8598.3,11243,8012.2,10277,9083.3,7642.3,12280,11217,10993,9197.4,10139,7361.1,9442.3,8814.6,11507,10355,10451,10102,10308,10347,9791.7,8862.1,11012,10515,10404,10510,9983.2,9932.3,10247,10552,10078,11196,12000,9950.6,9425,9105.7,8894.2,9823,7280.5,6976.7,9550,9614.5,9376.6,8968.8,8445.8,5918,8030.3,7641.7
10738,9436.6,8432.8,11425,9016.7,8855.9,10386,9587.5,8158.6,10398,11439,10716,9072.7,9816.6,10527,8583.6,11513,11409,9743.1,8944.1,8704,11559,11700,9153.8,10322,11194,9425.5,11085,11031,9826.1,9181.8,10560,10462,10399,10110,10875,9382,9791.4,10704,10763,12281,11465,10322,8973,11513,9075,10000,10230,11139,11091,10822,9880,10887,9384.6,11443,10222,9111.1,9447.4,10384,9974,10617,10041,10702,7956.5,10614,8951.2,10621,11735,11246,10829,8897.4,9473.1,9761.9,11245,11074,12099,10092,8948.9,8464.7,10380,9209.7,7859.5,9141.2,10449,12381,9589.7,8035.1,10419,9928.1,12166,10100,8564.1,11287,8000,10272,9125,7569.1,12227,11230,11040,9201.8,10109,7350,9429.5,8841.1,11518,10392,10402,10070,10330,10427,9819.4,8866.4,11050,10480,10448,10469,10000,9906,10226,10533,10105,11232,11948,9876.5,9437.5,9089.4,8903.8,9796.5,7317.1,6953.5,9637.5,9602.4,9415.6,8906.2,8481.9,5950.8,8048.5,7735.3
10700,9295.8,8485.1,11412,9016.7,8792.8,10393,9562.5,8179.3,10429,11475,10729,9090,9840.2,10565,8546.5,11529,11368,9694.4,8919.3,8708,11469,11700,9134.6,10336,11147,9393.6,11104,11073,9826.1,9215.9,10582,10519,10339,10088,10942,9367,9798.6,10750,10751,12251,11428,10332,8973,11500,8987.5,9992.6,10225,11086,11083,10780,9850,10907,9384.6,11443,10236,9188.9,9473.7,10374,9962.4,10648,10047,10750,7903.4,10841,8890.2,10598,11674,11311,10847,8807.7,9467.7,9742.9,11265,11160,12007,10049,8926.1,8511.8,10367,9274.2,7809.9,9169.5,10610,12389,9589.7,8052.6,10354,9888.9,12147,10100,8504.3,11252,8000,10318,9114.6,7609.8,12311,11161,11000,9223.7,10121,7355.6,9416.7,8748.3,11522,10410,10366,10086,10330,10395,9930.6,8844.8,11050,10480,10486,10545,9941.2,9921.1,10240,10514,10085,11217,11961,9851.9,9400,9089.4,8875,9840.7,7280.5,6953.5,9637.5,9590.4,9402.6,8937.5,8500,5934.4,8030.3,7700.5
10808,9338,8492.5,11438,9027.8,8810.8,10510,9562.5,8172.4,10429,11439,10768,9055.4,9863.9,10533,8557.6,11519,11383,9687.5,8919.3,8708,11476,11696,9096.2,10342,11164,9372.3,11019,11021,9786.6,9204.5,10515,10481,10339,10079,10893,9348.3,9733.8,10694,10808,12269,11340,10285,8945.9,11482,9062.5,10022,10247,11110,11015,10771,9830,10879,9307.7,11474,10236,9133.3,9407.9,10429,9968.2,10668,10054,10661,7932.4,10750,8926.8,10571,11659,11281,10912,8897.4,9532.3,9752.4,11306,11037,12085,10069,8943.2,8429.4,10316,9247.3,7793.4,9158.2,10551,12316,9521.4,8005.8,10348,9875.8,12099,10092,8461.5,11252,7987.8,10277,9072.9,7569.1,12273,11248,11007,9184.2,10127,7372.2,9448.7,8774.8,11496,10373,10512,10094,10297,10371,9861.1,8844.8,11062,10465,10355,10517,9949.6,9872.2,10260,10524,10059,11181,11909,9901.2,9312.5,9097.6,8903.8,9743.4,7207.3,6930.2,9650,9578.3,9389.6,8921.9,8367.5,5901.6,8042.4,7663.1
